,addinfo,api,category,explain,purpose,title
0,"서비스 게시일 2017-12-06 개발유형 모바일앱 ( 안드로이드 )
개발자 SH hong 개발자 소재지 제주특별자치도
개발자 유형 기타 등록일 2018-01-10","제공기관 서비스 설명
한국천문연구원 음양력 정보제공 서비스
음양력 날짜, 율리우스적일날짜, 조회기간 등을 기준으로 음력일정보, 양력일정보, 특정음력일정보, 율리우스적일정보를 조회하는 음양력 정보제공 서비스 입니다.",분류 : 과학기술,"간지계산, 음력계산, 음력변환 등의 기능을 제공하는 애플리케이션입니다.

개발자 이메일 : hong.seung.kr@gamil.com",한국천문연구원의 공공데이터를 활용하여 음력 및 간지 관련 정보를 제공합니다.,간단음력계산기
0,"서비스 게시일 2017-12-12 개발유형 모바일앱 ( 안드로이드 )
개발자 조승혁 개발자 소재지 경상북도
개발자 유형 기타 등록일 2018-01-09","제공기관 서비스 설명
경상북도 경상북도 대표음식점
경상북도 시군의 음식점 정보",분류 : 식품건강,"포항 곳곳의 맛집들을 적절한 태그로 분류해 추천, 검색을 좀 더 빠르고 확실하게 할 수 있도록 해주는 애플리케이션 입니다.

개발자 이메일 : choseunghyek@gmail.com",경상북도의 공공데이터를 활용하여 포항시 음식점 정보를 제공합니다.,결정장애 for POSTECH
0,"서비스 게시일 2018-01-08 개발유형 모바일앱 ( 안드로이드 )
개발자 데이트펫 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2018-01-09","제공기관 서비스 설명
농림축산식품부 농림축산검역본부 동물보호관리시스템 유기동물 조회 서비스
동물보호관리시스템의 유기동물 정보를 조회할 수 있다.",분류 : 농축수산,"애견동반 가능 데이트 장소 및 유기견 무료입양 정보, 강아지 애견 교육 훈련 영상 등 펫 관련 각종 정보를 알아볼 수 있는 서비스를 제공하는 애플리케이션입니다.

개발자 이메일 : ggpid77@gmail.com",농림축산식품부의 공공데이터를 활용하여 유기견정보를 제공합니다.,데이트펫
0,"서비스 게시일 2017-11-01 개발유형 모바일앱 ( 안드로이드 )
개발자 choheunwoo 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2018-01-09","제공기관 서비스 설명
환경부 국립환경과학원 대기오염집중측정소 대기오염측정자료
대기오염집중측정소 대기오염 측정자료를 기준으로 대기중 중금속 성분을 2시간, 24시간 평균 측정 자료의 정보를 조회
한국환경공단 측정소정보 조회 서비스
TM 좌표기반으로 가까운 측정소 정보를 제공하고, 측정소 상세정보 및 읍면동 이름으로 TM 기준좌표 내역을 제공하는 측정소정보 조회 서비스",분류 : 환경기상,"- 연령별 맞춤형 건강지수 탑재 (0-100세 전 연령 사용 가능)

- 상세행동요령 제공을 통한 면역력 예방정보 제공

- 실시간 측정을 통한 현재 위치 미세먼지 농도 확인
에어콕 패밀리는 미세먼지 측정정보를 제공하는 애플리케이션입니다.

에어콕 패밀리 기능

- 관심지역 미세먼지 공공데이터 정보 확인

- 우리 가족 미세먼지 노출 이력 정보 제공 (일/월/년)

- 우리 가족 건강 기록을 통한 미세먼지 영향 간접 확인

개발자 이메일 : choheunwoo@gmail.com","환경부, 한국환경공단의 공공데이터를 활용하여 대기오염정보를 제공합니다.",에어콕 패밀리
0,"서비스 게시일 2017-11-20 개발유형 모바일앱 ( 안드로이드 , iOS )
개발자 비유비유 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2018-01-04","제공기관 서비스 설명
한국관광공사 국문 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",분류 : 문화관광,"""도시탐험대""어플리케이션은 5~9세 유아를 대상으로한 대한민국 162개 도시소개 콘텐츠 입니다.
""도시탐험대"" 는 숫자와 단위, 한글과 한자, 지리·역사·사회·문화를 쉽게 즐기며 배울 수 있는 콘텐츠를 제공합니다.

개발자 이메일 : info@bubuok.com",한국관광공사의 공공데이터를 활용하여 관광명소 정보를 제공합니다.,도시탐험대
0,"서비스 게시일 2017-11-16 개발유형 모바일앱 ( 안드로이드 )
개발자 3TryCatch 개발자 소재지 전라북도
개발자 유형 기타 등록일 2018-01-04","제공기관 서비스 설명
전라북도 전주시 전라북도 전주시 자전거판매소_20151030
전주시 자전거 판매소 대리점(상호, 주소, 전화번호 등)
전라북도 전주시 전라북도 전주시_자전거대여소_20170831
전주시 자전거 대여소 위치, 운영시간, 이용요금, 보유대수 등",분류 : 교통물류,"""자주행""은 전주에서 내 위치 주변의 자전거 대여소, 판매소, 자전거보관소, 전주음식, 날씨 등의 정보를 제공하는 애플리케이션입니다.

개발자 이메일 : coooldoggy@gmail.com","전주시, 기상청, 한국환경공단의 공공데이터를 활용하여 자전거 관련시설 정보 및 전주의 음식과 날씨 정보를 제공합니다.",자주행 - 자전거 전주 여행
0,"서비스 게시일 2017-11-03 개발유형 모바일앱 ( 안드로이드 )
개발자 유지송안김 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2018-01-04","제공기관 서비스 설명
한국관광공사
국내여행 관광정보 서비스
관광지, 음식, 숙박, 축제 정보 등 국문 기초 관광정보를 제공하는 서비스",분류 : 문화관광,"현재 위치에서 다양한 사람들이 추천해 준 음악을 들으면서 여행할 수 있고 주변의 관광, 문화시설, 축제 ,행사와 음악을 간편하게 검색할 수 있는 애플리케이션입니다.

개발자 이메일 : jeamin9010@naver.com",한국관광공사의 공공데이터를 활용하여 여행지 및 관광명소 정보를 제공합니다.,이거나 들어(위치기반 음악 공유 SNS)
0,"서비스 게시일 2017-12-19 개발유형 모바일앱 ( 안드로이드 )
개발자 ChocoNut 개발자 소재지 경기도
개발자 유형 기타 등록일 2018-01-03","제공기관 서비스 설명
문화체육관광부 국립국어원 순화어 서비스
국립국어원에서 제공하는 표준국어정보 중 순화어 외래어, 합성어, 신조어 등을 한국어로 순화한 언어로 약 19,421건의 데이터를 목록과 내용조회가 가능하다.",분류 : 문화관광,"나랏말싸미는 한국어에 남아있는 일본어투 용어, 무분별하게 들어와 남용되는 외국어, 어려운 한자어, 잘못 표기된 외래어 등을 순화하여 한국인이 쓰기 쉽고 듣기 쉬운 “바르고 고운 토박이말”로 다듬어 주는 애플리케이션입니다.

개발자 이메일 : hongsam0102@gmail.com",국립국어원의 공공데이터를 활용하여 한국어 순화 서비스를 제공합니다.,나랏말싸미
0,"서비스 게시일 2017-11-13 개발유형 모바일앱 ( 안드로이드 )
개발자 팅크토스 개발자 소재지 강원도
개발자 유형 기타 등록일 2018-01-03","제공기관 서비스 설명
한국관광공사 무장애 여행 정보 서비스
ㅇ 국민복지관광 서비스(취악계층의 장애요인 해소)
-장애인,어르신,영유아를 동반한 여행의 어려움 해소를 위한 관광정보 제공 서비스
-국문 무장애여행 정보를 위치기반,지역기반,통합검색을 통해 상세 정보 제공 서비스",분류 : 문화관광,"‘StepMate - 스텝메이트’는 한국관광공사의 무장애 여행 정보를 기반으로 한 관광 애플리케이션입니다.

《‘무장애 여행’이란?》
- 노약자, 장애인 등의 교통약자가 장애물이 없는 환경에서 편리하게 여행할 수 있도록 제공하는 서비스입니다.

개발자 이메일 : maknae1214@naver.com",한국관광공사의 공공데이터를 활용하여 여행 정보를 제공합니다.,StepMate - 스텝메이트
0,"서비스 게시일 2017-11-08 개발유형 웹사이트 ( )
개발자 이웅 개발자 소재지 서울특별시
개발자 유형 중소기업 및 종사자 등록일 2018-01-02","제공기관 서비스 설명
식품의약품안전처 의료기기 회수·판매중지 서비스
업체정보, 품목정보, 형명정보, 제조번호 등의 의료기기의 회수판매중지처분 정보
식품의약품안전처 의료기기 품목 허가 서비스
품목명, 의료기기품목허가번호, 허가일자, 등급, 업체명, 사용목적 등의 허가받은 의료기기 품목허가 정보
식품의약품안전처 식품의약품안전평가원 의약품 제품 허가정보 서비스
품목, 주성분, 제조원, 포장단위, 저장방법, 성상등의 품목정보와 허가일자, 허가번호 등의 허가정보 등의 허가받은 의약제품 정보
식품의약품안전처 의료기기 제조·수입업 허가정보 서비스
업체명,업종구분코드,허가일자 등의 허가받은 의료기기 제조(수입) 업체 정보
식품의약품안전처 식품의약품안전평가원 의약품 등 업체 허가 서비스
명칭, 주소, 대표자정보, 공장정보 등의 허가받은 의약품 업체정보와 허가번호, 허가일자 등의 허가정보
식품의약품안전처 의료기기 GMP 지정현황 서비스
품목정보, 업체정보, 제조원정보, 심사정보 등의 의료기기 GMP 지정 현황 정보",분류 : 보건의료,"공공데이터, 특허정보, 임상정보 등을 한곳에 담은 의료기기 통합정보 서비스 입니다.

개발자 이메일 : info@medicalpie.com",식품의약품안전처의 공공데이터를 활용하여 의료기기 및 의약품 정보를 제공합니다.,Medicalpie
0,"서비스 게시일 2015-07-22 개발유형 웹사이트 ( )
개발자 탠저블비츠 개발자 소재지 서울특별시
개발자 유형 중소기업 및 종사자 등록일 2017-12-26","제공기관 서비스 설명
행정안전부 지역안전지수 등급현황(2016)
2016년도 지역별 지역안전지수 등급 현황_7개분야(화재, 교통, 범죄, 안전사고, 자살, 감염병, 자연재해)
국토교통부 실거래가 정보(일간)
부동산 거래신고에 관한 법률에 따라 신고된 아파트(매매/전월세), 연립다세대(매매/전월세), 단독다가구(매매/전월세), 오피스텔(매매/전월세), 토지(매매) 자료를 제공
기획재정부 공공기관 경영공시(기관별, 분기별)
매년 공공기관으로 지정된 기관의 경영정보(기관소개 및 조직현황 등 일반현황정보, 임직원수 및 임원연봉 등 기관운영정보, 대차대조표, 감사보고서 등 경영성과정보, 경영평가 지적사항 등 대내외 평가정보, 수의계약 정보, 공공기관 정상화 추진사항)를 공시
영화진흥위원회
영화박스오피스정보
영화입장권 발권정보를 전국영화관을 대상으로 수집 및 집계하여 일간/주간/월간 등의 통계자료를 생성하여 홈페이지를 통해 국민 업계 등에 제공
기타 서울특별시 상권분석서비스 정보, 공정거래위원회 가맹사업정보공개",분류 : 산업고용,"탠저블비츠는 데이터의 특성에 맞는 데이터맞춤형시각화를 제공하고, 이를 현실화하는 다양한 프로젝트를 진행하고 있는 기업입니다.","행정안전부, 국토교통부, 공정거래위원회, 서울특별시, 기획재정부, 영화진흥위원회의 공공데이터를 활용하여 데이터 시각화 서비스를 제공합니다.",탠저블비츠
